config,benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,vc_hit_rate,mc_lookups,mc_hits,mc_hit_rate,sb_lookups,sb_hits,sb_hit_rate,sb_prefetches,ul2_d_accesses,ul2_i_accesses,ul2_total_accesses,source_csv
baseline__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,baseline,0.0270,0.1016,1.0000,9367,1,,0,0,,0,0,,0,0,,0,884,253,1137,results/ss/baseline__dl1:64:32:1:l__ul2:32768:64:4:l/ss_baseline.csv
baseline__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,baseline,0.0042,0.0353,1.0000,214193,1,,0,0,,0,0,,0,0,,0,3359,907,4266,results/ss/baseline__dl1:64:32:1:l__ul2:32768:64:4:l/ss_baseline.csv
stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,stream,0.0110,0.0347,1.0000,53949,1,,0,0,,0,0,,580,356,0.6138,1568,2060,592,2652,results/ss/stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,stream,0.0101,0.0457,1.0000,30132,1,,0,0,,0,0,,481,353,0.7339,896,1230,305,1535,results/ss/stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,stream,0.0270,0.0963,1.0000,9367,1,,0,0,,0,0,,461,350,0.7592,777,1080,253,1333,results/ss/stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,stream,0.0042,0.0140,1.0000,214193,1,,0,0,,0,0,,806,402,0.4988,2828,3648,907,4555,results/ss/stream_d8__dl1:256:32:1:l__ul2:16384:64:4:l/ss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,768,0.4234,1046,456,0.4359,8850,10572,592,11164,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,79,0.1195,582,402,0.6907,2700,3417,305,3722,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,60,0.1119,476,378,0.7941,1470,2034,253,2287,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,4842,0.6280,2868,764,0.2664,31560,38176,907,39083,results/ss/miss_stream_mc16_d16__dl1:16:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,victim,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,0,0,,0,471,592,1063,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,victim,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,0,0,,0,440,305,745,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-lswlr,victim,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,0,0,,0,435,253,688,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-math,victim,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,0,0,,0,555,907,1462,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,victim,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,0,0,,0,810,592,1402,results/ss/victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,victim,0.0101,0.0457,1.0000,30132,1,,481,6,0.0125,0,0,,0,0,,0,681,305,986,results/ss/victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,victim,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,0,0,,0,653,253,906,results/ss/victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,victim,0.0042,0.0140,1.0000,214193,1,,806,64,0.0794,0,0,,0,0,,0,1158,907,2065,results/ss/victim_vc8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,73,0.1259,507,357,0.7041,1050,1468,592,2060,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,10,0.0208,471,350,0.7431,847,1174,305,1479,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,350,0.7592,777,1080,253,1333,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,167,0.2072,639,379,0.5931,1820,2496,907,3403,results/ss/miss_stream_mc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,215,0.2749,567,306,0.5397,783,1619,592,2211,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,61,0.1119,484,302,0.6240,546,1157,305,1462,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,20,0.0412,466,301,0.6459,495,1058,253,1311,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,589,0.2899,1443,363,0.2516,3240,5647,907,6554,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,215,0.2749,567,306,0.5397,783,1619,592,2211,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,61,0.1119,484,302,0.6240,546,1157,305,1462,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,20,0.0412,466,301,0.6459,495,1058,253,1311,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,589,0.2899,1443,363,0.2516,3240,5647,907,6554,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,376,0.7983,1425,1520,592,2112,results/ss/miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,372,0.8455,1020,1088,305,1393,results/ss/miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,371,0.8529,960,1024,253,1277,results/ss/miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,398,0.7316,2190,2347,907,3254,results/ss/miss_stream_mc2_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,471,198,0.4204,273,546,592,1138,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,440,198,0.4500,242,484,305,789,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,435,199,0.4575,236,472,253,725,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,544,210,0.3860,334,679,907,1586,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.1086,1.0000,53949,1,,0,0,,1814,210,0.1158,1604,262,0.1633,1342,3816,592,4408,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0000,30132,1,,0,0,,661,37,0.0560,624,218,0.3494,406,1349,305,1654,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.1120,1.0000,9367,1,,0,0,,536,36,0.0672,500,202,0.4040,298,1062,253,1315,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.1340,1.0000,214193,1,,0,0,,7710,1135,0.1472,6575,635,0.0966,5940,16392,907,17299,results/ss/miss_stream_mc2_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,miss,0.0110,0.0468,1.0000,53949,1,,0,0,,782,79,0.1010,0,0,,0,1278,592,1870,results/ss/miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss,0.0101,0.0518,1.0000,30132,1,,0,0,,545,33,0.0606,0,0,,0,941,305,1246,results/ss/miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss,0.0270,0.1016,1.0000,9367,1,,0,0,,486,12,0.0247,0,0,,0,872,253,1125,results/ss/miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,102,0.0502,0,0,,0,3257,907,4164,results/ss/miss_mc2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss.csv
victim_stream_vc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,354,0.6531,1316,1772,592,2364,results/ss/victim_stream_vc16_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
