config,benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,vc_hit_rate,mc_lookups,mc_hits,mc_hit_rate,sb_lookups,sb_hits,sb_hit_rate,sb_prefetches,ul2_d_accesses,ul2_i_accesses,ul2_total_accesses,source_csv,dl1_cfg,ul2_cfg,dl1_bytes,ul2_bytes,vc_entries,mc_entries,sb_depth,ul2_demand,dl1_miss_base,ul2_miss_base,ul2_demand_base,cpi_base,dl1_miss_norm,ul2_miss_norm,ul2_demand_norm,cpi_norm
miss_stream_mc8_d8__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0,30132,1,,0,0,,545,53,0.0972,492,351,0.7134,987,1557,305,1862.0,results/ss/miss_stream_mc8_d8__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,8.0,8.0,1862.0,0.0518,1.0,1279.0,,1.0,1.0,1.4558248631743549,
miss_stream_mc8_d8__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.027,0.1016,1.0,9367,1,,0,0,,486,16,0.0329,470,351,0.7468,833,1350,253,1603.0,results/ss/miss_stream_mc8_d8__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,8.0,8.0,1603.0,0.1016,1.0,1137.0,,1.0,1.0,1.4098504837291117,
miss_stream_mc8_d8__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0,214193,1,,0,0,,2032,493,0.2426,1539,429,0.2788,7770,10207,907,11114.0,results/ss/miss_stream_mc8_d8__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,8.0,8.0,11114.0,0.0353,1.0,4266.0,,1.0,1.0,2.605250820440694,
victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.011,0.1086,1.0,53949,1,,1814,445,0.2453,0,0,,1369,441,0.3221,6496,8556,592,9148.0,results/ss/victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,16.0,,8.0,9148.0,0.1086,1.0,3538.0,,1.0,1.0,2.5856416054267948,
victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0,30132,1,,661,58,0.0877,0,0,,603,376,0.6235,1589,2353,305,2658.0,results/ss/victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,16.0,,8.0,2658.0,0.0628,1.0,1503.0,,1.0,1.0,1.7684630738522955,
victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.027,0.112,1.0,9367,1,,536,37,0.069,0,0,,499,353,0.7074,1022,1634,253,1887.0,results/ss/victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,16.0,,8.0,1887.0,0.112,1.0,1255.0,,1.0,1.0,1.503585657370518,
victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.134,1.0,214193,1,,7710,2624,0.3403,0,0,,5086,805,0.1583,29967,38760,907,39667.0,results/ss/victim_stream_vc16_d8__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,16.0,,8.0,39667.0,0.134,1.0,13129.0,,1.0,1.0,3.021326833726864,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.011,0.1086,1.0,53949,1,,1814,267,0.1472,0,0,,1547,256,0.1655,1291,3714,592,4306.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,4306.0,0.1086,1.0,3538.0,,1.0,1.0,1.217071791972866,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0,30132,1,,661,35,0.053,0,0,,626,217,0.3466,409,1355,305,1660.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,1660.0,0.0628,1.0,1503.0,,1.0,1.0,1.104457751164338,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.027,0.112,1.0,9367,1,,536,28,0.0522,0,0,,508,201,0.3957,307,1080,253,1333.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,1333.0,0.112,1.0,1255.0,,1.0,1.0,1.0621513944223107,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.134,1.0,214193,1,,7710,1541,0.1999,0,0,,6169,597,0.0968,5572,15656,907,16563.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,16563.0,0.134,1.0,13129.0,,1.0,1.0,1.2615583822073273,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.011,0.1086,1.0,53949,1,,1814,267,0.1472,0,0,,1547,256,0.1655,1291,3714,592,4306.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,4306.0,0.1086,1.0,3538.0,,1.0,1.0,1.217071791972866,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0,30132,1,,661,35,0.053,0,0,,626,217,0.3466,409,1355,305,1660.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,1660.0,0.0628,1.0,1503.0,,1.0,1.0,1.104457751164338,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.027,0.112,1.0,9367,1,,536,28,0.0522,0,0,,508,201,0.3957,307,1080,253,1333.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,1333.0,0.112,1.0,1255.0,,1.0,1.0,1.0621513944223107,
victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.134,1.0,214193,1,,7710,1541,0.1999,0,0,,6169,597,0.0968,5572,15656,907,16563.0,results/ss/victim_stream_vc4_d2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,4.0,,2.0,16563.0,0.134,1.0,13129.0,,1.0,1.0,1.2615583822073273,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.011,0.0282,1.0,53949,1,,0,0,,471,0,0.0,471,297,0.6306,522,696,592,1288.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,1288.0,0.0282,1.0,1063.0,,1.0,1.0,1.211665098777046,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0,30132,1,,0,0,,440,0,0.0,440,298,0.6773,426,568,305,873.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,873.0,0.0418,1.0,745.0,,1.0,1.0,1.1718120805369128,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.027,0.0909,1.0,9367,1,,0,0,,435,0,0.0,435,297,0.6828,414,552,253,805.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,805.0,0.0909,1.0,688.0,,1.0,1.0,1.1700581395348837,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0,214193,1,,0,0,,544,0,0.0,544,316,0.5809,684,923,907,1830.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,1830.0,0.0095,1.0,1462.0,,1.0,1.0,1.2517099863201095,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.011,0.0282,1.0,53949,1,,0,0,,471,0,0.0,471,297,0.6306,522,696,592,1288.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,1288.0,0.0282,1.0,1063.0,,1.0,1.0,1.211665098777046,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0,30132,1,,0,0,,440,0,0.0,440,298,0.6773,426,568,305,873.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,873.0,0.0418,1.0,745.0,,1.0,1.0,1.1718120805369128,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.027,0.0909,1.0,9367,1,,0,0,,435,0,0.0,435,297,0.6828,414,552,253,805.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,805.0,0.0909,1.0,688.0,,1.0,1.0,1.1700581395348837,
miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0,214193,1,,0,0,,544,0,0.0,544,316,0.5809,684,923,907,1830.0,results/ss/miss_stream_mc8_d4__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:8192:64:4:l,32768.0,2097152.0,,8.0,4.0,1830.0,0.0095,1.0,1462.0,,1.0,1.0,1.2517099863201095,
miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.011,0.0347,1.0,53949,1,,0,0,,580,67,0.1155,513,200,0.3899,313,894,592,1486.0,results/ss/miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,,2.0,2.0,1486.0,0.0347,1.0,1440.0,,1.0,1.0,1.0319444444444446,
miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0,30132,1,,0,0,,481,0,0.0,481,200,0.4158,281,768,305,1073.0,results/ss/miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,,2.0,2.0,1073.0,0.0457,1.0,992.0,,1.0,1.0,1.0816532258064515,
miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.027,0.0963,1.0,9367,1,,0,0,,461,0,0.0,461,201,0.436,260,712,253,965.0,results/ss/miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,,2.0,2.0,965.0,0.0963,1.0,906.0,,1.0,1.0,1.065121412803532,
miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.014,1.0,214193,1,,0,0,,806,0,0.0,806,221,0.2742,585,1586,907,2493.0,results/ss/miss_stream_mc2_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,,2.0,2.0,2493.0,0.014,1.0,2129.0,,1.0,1.0,1.1709722874589008,
victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.011,0.0282,1.0,53949,1,,471,0,0.0,0,0,,471,376,0.7983,1425,1520,592,2112.0,results/ss/victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,16.0,,16.0,2112.0,0.0282,1.0,1063.0,,1.0,1.0,1.986829727187206,
victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0418,1.0,30132,1,,440,0,0.0,0,0,,440,372,0.8455,1020,1088,305,1393.0,results/ss/victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,16.0,,16.0,1393.0,0.0418,1.0,745.0,,1.0,1.0,1.8697986577181207,
victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.027,0.0909,1.0,9367,1,,435,0,0.0,0,0,,435,371,0.8529,960,1024,253,1277.0,results/ss/victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,16.0,,16.0,1277.0,0.0909,1.0,688.0,,1.0,1.0,1.8561046511627908,
victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0095,1.0,214193,1,,544,0,0.0,0,0,,544,398,0.7316,2190,2347,907,3254.0,results/ss/victim_stream_vc16_d16__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,16.0,,16.0,3254.0,0.0095,1.0,1462.0,,1.0,1.0,2.225718194254446,
miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,miss,0.011,0.0347,1.0,53949,1,,0,0,,580,70,0.1207,0,0,,0,778,592,1370.0,results/ss/miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv,dl1:256:32:1:l,ul2:8192:64:4:l,8192.0,2097152.0,,4.0,,1370.0,0.0347,1.0,1440.0,,1.0,1.0,0.9513888888888888,
miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,miss,0.0101,0.0457,1.0,30132,1,,0,0,,481,6,0.0125,0,0,,0,681,305,986.0,results/ss/miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv,dl1:256:32:1:l,ul2:8192:64:4:l,8192.0,2097152.0,,4.0,,986.0,0.0457,1.0,992.0,,1.0,1.0,0.9939516129032258,
miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,miss,0.027,0.0963,1.0,9367,1,,0,0,,461,0,0.0,0,0,,0,653,253,906.0,results/ss/miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv,dl1:256:32:1:l,ul2:8192:64:4:l,8192.0,2097152.0,,4.0,,906.0,0.0963,1.0,906.0,,1.0,1.0,1.0,
miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,miss,0.0042,0.014,1.0,214193,1,,0,0,,806,1,0.0012,0,0,,0,1221,907,2128.0,results/ss/miss_mc4__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv,dl1:256:32:1:l,ul2:8192:64:4:l,8192.0,2097152.0,,4.0,,2128.0,0.014,1.0,2129.0,,1.0,1.0,0.9995302959135745,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.011,0.0468,1.0,53949,1,,782,80,0.1023,0,0,,702,372,0.5299,2310,3215,592,3807.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,3807.0,0.0468,1.0,1949.0,,1.0,1.0,1.9533093894304772,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0,30132,1,,545,23,0.0422,0,0,,522,354,0.6782,1176,1773,305,2078.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,2078.0,0.0518,1.0,1279.0,,1.0,1.0,1.6247068021892104,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.027,0.1016,1.0,9367,1,,486,9,0.0185,0,0,,477,351,0.7358,882,1406,253,1659.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,1659.0,0.1016,1.0,1137.0,,1.0,1.0,1.4591029023746702,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0,214193,1,,2032,229,0.1127,0,0,,1803,463,0.2568,9380,12047,907,12954.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,12954.0,0.0353,1.0,4266.0,,1.0,1.0,3.036568213783404,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.011,0.0468,1.0,53949,1,,782,80,0.1023,0,0,,702,372,0.5299,2310,3215,592,3807.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,3807.0,0.0468,1.0,1949.0,,1.0,1.0,1.9533093894304772,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0,30132,1,,545,23,0.0422,0,0,,522,354,0.6782,1176,1773,305,2078.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,2078.0,0.0518,1.0,1279.0,,1.0,1.0,1.6247068021892104,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.027,0.1016,1.0,9367,1,,486,9,0.0185,0,0,,477,351,0.7358,882,1406,253,1659.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,1659.0,0.1016,1.0,1137.0,,1.0,1.0,1.4591029023746702,
victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0,214193,1,,2032,229,0.1127,0,0,,1803,463,0.2568,9380,12047,907,12954.0,results/ss/victim_stream_vc4_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,4.0,,8.0,12954.0,0.0353,1.0,4266.0,,1.0,1.0,3.036568213783404,
victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.011,0.0468,1.0,53949,1,,782,56,0.0716,0,0,,726,377,0.5193,2443,3367,592,3959.0,results/ss/victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,2.0,,8.0,3959.0,0.0468,1.0,1949.0,,1.0,1.0,2.031298101590559,
victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0,30132,1,,545,21,0.0385,0,0,,524,355,0.6775,1183,1781,305,2086.0,results/ss/victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,2.0,,8.0,2086.0,0.0518,1.0,1279.0,,1.0,1.0,1.63096168881939,
victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.027,0.1016,1.0,9367,1,,486,8,0.0165,0,0,,478,352,0.7364,882,1406,253,1659.0,results/ss/victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,2.0,,8.0,1659.0,0.1016,1.0,1137.0,,1.0,1.0,1.4591029023746702,
victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0,214193,1,,2032,95,0.0468,0,0,,1937,506,0.2612,10017,12775,907,13682.0,results/ss/victim_stream_vc2_d8__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:8192:64:4:l,2048.0,2097152.0,2.0,,8.0,13682.0,0.0353,1.0,4266.0,,1.0,1.0,3.207219878105954,
victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,victim,0.011,0.1086,1.0,53949,1,,1814,144,0.0794,0,0,,0,0,,0,2802,592,3394.0,results/ss/victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,2.0,,,3394.0,0.1086,1.0,3538.0,,1.0,1.0,0.9592990390050876,
victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,victim,0.0101,0.0628,1.0,30132,1,,661,24,0.0363,0,0,,0,0,,0,1174,305,1479.0,results/ss/victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,2.0,,,1479.0,0.0628,1.0,1503.0,,1.0,1.0,0.9840319361277445,
victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,victim,0.027,0.112,1.0,9367,1,,536,20,0.0373,0,0,,0,0,,0,982,253,1235.0,results/ss/victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,2.0,,,1235.0,0.112,1.0,1255.0,,1.0,1.0,0.9840637450199203,
victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,victim,0.0042,0.134,1.0,214193,1,,7710,718,0.0931,0,0,,0,0,,0,11504,907,12411.0,results/ss/victim_vc2__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,2.0,,,12411.0,0.134,1.0,13129.0,,1.0,1.0,0.9453119049432553,
victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,victim,0.011,0.0347,1.0,53949,1,,580,38,0.0655,0,0,,0,0,,0,810,592,1402.0,results/ss/victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,4.0,,,1402.0,0.0347,1.0,1440.0,,1.0,1.0,0.9736111111111111,
victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,victim,0.0101,0.0457,1.0,30132,1,,481,6,0.0125,0,0,,0,0,,0,681,305,986.0,results/ss/victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,4.0,,,986.0,0.0457,1.0,992.0,,1.0,1.0,0.9939516129032258,
victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,victim,0.027,0.0963,1.0,9367,1,,461,0,0.0,0,0,,0,0,,0,653,253,906.0,results/ss/victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,4.0,,,906.0,0.0963,1.0,906.0,,1.0,1.0,1.0,
victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,victim,0.0042,0.014,1.0,214193,1,,806,1,0.0012,0,0,,0,0,,0,1221,907,2128.0,results/ss/victim_vc4__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,4.0,,,2128.0,0.014,1.0,2129.0,,1.0,1.0,0.9995302959135745,
victim_vc16__dl1:16:32:1:l__ul2:8192:64:4:l,test-fmath,victim,0.011,0.1086,1.0,53949,1,,1814,456,0.2514,0,0,,0,0,,0,2490,592,3082.0,results/ss/victim_vc16__dl1:16:32:1:l__ul2:8192:64:4:l/ss_victim.csv,dl1:16:32:1:l,ul2:8192:64:4:l,512.0,2097152.0,16.0,,,3082.0,0.1086,1.0,3538.0,,1.0,1.0,0.8711136235161108,
victim_vc16__dl1:16:32:1:l__ul2:8192:64:4:l,test-llong,victim,0.0101,0.0628,1.0,30132,1,,661,60,0.0908,0,0,,0,0,,0,1138,305,1443.0,results/ss/victim_vc16__dl1:16:32:1:l__ul2:8192:64:4:l/ss_victim.csv,dl1:16:32:1:l,ul2:8192:64:4:l,512.0,2097152.0,16.0,,,1443.0,0.0628,1.0,1503.0,,1.0,1.0,0.9600798403193613,
victim_vc16__dl1:16:32:1:l__ul2:8192:64:4:l,test-lswlr,victim,0.027,0.112,1.0,9367,1,,536,37,0.069,0,0,,0,0,,0,965,253,1218.0,results/ss/victim_vc16__dl1:16:32:1:l__ul2:8192:64:4:l/ss_victim.csv,dl1:16:32:1:l,ul2:8192:64:4:l,512.0,2097152.0,16.0,,,1218.0,0.112,1.0,1255.0,,1.0,1.0,0.9705179282868526,
