config,benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,vc_hit_rate,mc_lookups,mc_hits,mc_hit_rate,sb_lookups,sb_hits,sb_hit_rate,sb_prefetches,ul2_d_accesses,ul2_i_accesses,ul2_total_accesses,source_csv,dl1_cfg,ul2_cfg,dl1_bytes,ul2_bytes,vc_entries,mc_entries,sb_depth,ul2_demand,dl1_miss_base,ul2_miss_base,ul2_demand_base,cpi_base,dl1_miss_norm,ul2_miss_norm,ul2_demand_norm,cpi_norm
victim_stream_vc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0,214193,1,,2032,228,0.1122,0,0,,1804,285,0.158,1519,4365,907,5272.0,results/ss/victim_stream_vc4_d2__dl1:64:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:64:32:1:l,ul2:16384:64:4:l,2048.0,4194304.0,4.0,,2.0,5272.0,0.0353,1.0,4266.0,,1.0,1.0,1.2358180965775902,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.011,0.0468,1.0,53949,1,,0,0,,782,215,0.2749,567,306,0.5397,783,1619,592,2211.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,2211.0,0.0468,1.0,1949.0,,1.0,1.0,1.1344279117496152,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0,30132,1,,0,0,,545,61,0.1119,484,302,0.624,546,1157,305,1462.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,1462.0,0.0518,1.0,1279.0,,1.0,1.0,1.1430805316653636,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.027,0.1016,1.0,9367,1,,0,0,,486,20,0.0412,466,301,0.6459,495,1058,253,1311.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,1311.0,0.1016,1.0,1137.0,,1.0,1.0,1.1530343007915567,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0,214193,1,,0,0,,2032,589,0.2899,1443,363,0.2516,3240,5647,907,6554.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,6554.0,0.0353,1.0,4266.0,,1.0,1.0,1.5363338021565869,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.011,0.0468,1.0,53949,1,,0,0,,782,215,0.2749,567,306,0.5397,783,1619,592,2211.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,2211.0,0.0468,1.0,1949.0,,1.0,1.0,1.1344279117496152,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0,30132,1,,0,0,,545,61,0.1119,484,302,0.624,546,1157,305,1462.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,1462.0,0.0518,1.0,1279.0,,1.0,1.0,1.1430805316653636,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.027,0.1016,1.0,9367,1,,0,0,,486,20,0.0412,466,301,0.6459,495,1058,253,1311.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,1311.0,0.1016,1.0,1137.0,,1.0,1.0,1.1530343007915567,
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0,214193,1,,0,0,,2032,589,0.2899,1443,363,0.2516,3240,5647,907,6554.0,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:64:32:1:l,ul2:32768:64:4:l,2048.0,8388608.0,,16.0,4.0,6554.0,0.0353,1.0,4266.0,,1.0,1.0,1.5363338021565869,
miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.011,0.1086,1.0,53949,1,,0,0,,1814,524,0.2889,1290,253,0.1961,1037,3206,592,3798.0,results/ss/miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,,8.0,2.0,3798.0,0.1086,1.0,3538.0,,1.0,1.0,1.073487846240814,
miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0,30132,1,,0,0,,661,63,0.0953,598,217,0.3629,381,1299,305,1604.0,results/ss/miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,,8.0,2.0,1604.0,0.0628,1.0,1503.0,,1.0,1.0,1.0671989354624085,
miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.027,0.112,1.0,9367,1,,0,0,,536,54,0.1007,482,201,0.417,281,1028,253,1281.0,results/ss/miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,,8.0,2.0,1281.0,0.112,1.0,1255.0,,1.0,1.0,1.0207171314741035,
miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.134,1.0,214193,1,,0,0,,7710,3462,0.449,4248,472,0.1111,3776,12064,907,12971.0,results/ss/miss_stream_mc8_d2__dl1:16:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,,8.0,2.0,12971.0,0.134,1.0,13129.0,,1.0,1.0,0.9879655723969838,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.011,0.0282,1.0,53949,1,,471,0,0.0,0,0,,471,350,0.7431,847,968,592,1560.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,1560.0,0.0282,1.0,1063.0,,1.0,1.0,1.4675446848541862,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0418,1.0,30132,1,,440,0,0.0,0,0,,440,346,0.7864,658,752,305,1057.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,1057.0,0.0418,1.0,745.0,,1.0,1.0,1.4187919463087248,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.027,0.0909,1.0,9367,1,,435,0,0.0,0,0,,435,346,0.7954,623,712,253,965.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,965.0,0.0909,1.0,688.0,,1.0,1.0,1.4026162790697674,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0095,1.0,214193,1,,544,0,0.0,0,0,,544,371,0.682,1211,1395,907,2302.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,2302.0,0.0095,1.0,1462.0,,1.0,1.0,1.5745554035567715,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.011,0.0282,1.0,53949,1,,471,0,0.0,0,0,,471,350,0.7431,847,968,592,1560.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,1560.0,0.0282,1.0,1063.0,,1.0,1.0,1.4675446848541862,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0418,1.0,30132,1,,440,0,0.0,0,0,,440,346,0.7864,658,752,305,1057.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,1057.0,0.0418,1.0,745.0,,1.0,1.0,1.4187919463087248,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.027,0.0909,1.0,9367,1,,435,0,0.0,0,0,,435,346,0.7954,623,712,253,965.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,965.0,0.0909,1.0,688.0,,1.0,1.0,1.4026162790697674,
victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0095,1.0,214193,1,,544,0,0.0,0,0,,544,371,0.682,1211,1395,907,2302.0,results/ss/victim_stream_vc4_d8__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:1024:32:1:l,ul2:16384:64:4:l,32768.0,4194304.0,4.0,,8.0,2302.0,0.0095,1.0,1462.0,,1.0,1.0,1.5745554035567715,
miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.011,0.1086,1.0,53949,1,,0,0,,1814,522,0.2878,1292,512,0.3963,11700,13612,592,14204.0,results/ss/miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,,8.0,16.0,14204.0,0.1086,1.0,3538.0,,1.0,1.0,4.014697569248163,
miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0628,1.0,30132,1,,0,0,,661,60,0.0908,601,408,0.6789,2895,3625,305,3930.0,results/ss/miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,,8.0,16.0,3930.0,0.0628,1.0,1503.0,,1.0,1.0,2.614770459081836,
miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.027,0.112,1.0,9367,1,,0,0,,536,53,0.0989,483,379,0.7847,1560,2130,253,2383.0,results/ss/miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,,8.0,16.0,2383.0,0.112,1.0,1255.0,,1.0,1.0,1.898804780876494,
miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.134,1.0,214193,1,,0,0,,7710,3562,0.462,4148,987,0.2379,47415,55088,907,55995.0,results/ss/miss_stream_mc8_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:16:32:1:l,ul2:65536:64:4:l,512.0,16777216.0,,8.0,16.0,55995.0,0.134,1.0,13129.0,,1.0,1.0,4.264985909056287,
stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l,test-fmath,stream,0.011,0.0282,1.0,53949,1,,0,0,,0,0,,471,350,0.7431,847,968,592,1560.0,results/ss/stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,,8.0,1560.0,0.0282,1.0,1063.0,,1.0,1.0,1.4675446848541862,
stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l,test-llong,stream,0.0101,0.0418,1.0,30132,1,,0,0,,0,0,,440,346,0.7864,658,752,305,1057.0,results/ss/stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,,8.0,1057.0,0.0418,1.0,745.0,,1.0,1.0,1.4187919463087248,
stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l,test-lswlr,stream,0.027,0.0909,1.0,9367,1,,0,0,,0,0,,435,346,0.7954,623,712,253,965.0,results/ss/stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,,8.0,965.0,0.0909,1.0,688.0,,1.0,1.0,1.4026162790697674,
stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l,test-math,stream,0.0042,0.0095,1.0,214193,1,,0,0,,0,0,,544,371,0.682,1211,1395,907,2302.0,results/ss/stream_d8__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,,8.0,2302.0,0.0095,1.0,1462.0,,1.0,1.0,1.5745554035567715,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.011,0.0282,1.0,53949,1,,0,0,,471,0,0.0,471,350,0.7431,847,968,592,1560.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,1560.0,0.0282,1.0,1063.0,,1.0,1.0,1.4675446848541862,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0,30132,1,,0,0,,440,0,0.0,440,346,0.7864,658,752,305,1057.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,1057.0,0.0418,1.0,745.0,,1.0,1.0,1.4187919463087248,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.027,0.0909,1.0,9367,1,,0,0,,435,0,0.0,435,346,0.7954,623,712,253,965.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,965.0,0.0909,1.0,688.0,,1.0,1.0,1.4026162790697674,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0,214193,1,,0,0,,544,0,0.0,544,371,0.682,1211,1395,907,2302.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,2302.0,0.0095,1.0,1462.0,,1.0,1.0,1.5745554035567715,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-fmath,miss_stream,0.011,0.0282,1.0,53949,1,,0,0,,471,0,0.0,471,350,0.7431,847,968,592,1560.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,1560.0,0.0282,1.0,1063.0,,1.0,1.0,1.4675446848541862,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0,30132,1,,0,0,,440,0,0.0,440,346,0.7864,658,752,305,1057.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,1057.0,0.0418,1.0,745.0,,1.0,1.0,1.4187919463087248,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.027,0.0909,1.0,9367,1,,0,0,,435,0,0.0,435,346,0.7954,623,712,253,965.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,965.0,0.0909,1.0,688.0,,1.0,1.0,1.4026162790697674,
miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0,214193,1,,0,0,,544,0,0.0,544,371,0.682,1211,1395,907,2302.0,results/ss/miss_stream_mc4_d8__dl1:1024:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:65536:64:4:l,32768.0,16777216.0,,4.0,8.0,2302.0,0.0095,1.0,1462.0,,1.0,1.0,1.5745554035567715,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.011,0.0282,1.0,53949,1,,0,0,,471,0,0.0,471,297,0.6306,522,696,592,1288.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,1288.0,0.0282,1.0,1063.0,,1.0,1.0,1.211665098777046,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0,30132,1,,0,0,,440,0,0.0,440,298,0.6773,426,568,305,873.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,873.0,0.0418,1.0,745.0,,1.0,1.0,1.1718120805369128,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.027,0.0909,1.0,9367,1,,0,0,,435,0,0.0,435,297,0.6828,414,552,253,805.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,805.0,0.0909,1.0,688.0,,1.0,1.0,1.1700581395348837,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0,214193,1,,0,0,,544,0,0.0,544,316,0.5809,684,923,907,1830.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,1830.0,0.0095,1.0,1462.0,,1.0,1.0,1.2517099863201095,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.011,0.0282,1.0,53949,1,,0,0,,471,0,0.0,471,297,0.6306,522,696,592,1288.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,1288.0,0.0282,1.0,1063.0,,1.0,1.0,1.211665098777046,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0,30132,1,,0,0,,440,0,0.0,440,298,0.6773,426,568,305,873.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,873.0,0.0418,1.0,745.0,,1.0,1.0,1.1718120805369128,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.027,0.0909,1.0,9367,1,,0,0,,435,0,0.0,435,297,0.6828,414,552,253,805.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,805.0,0.0909,1.0,688.0,,1.0,1.0,1.1700581395348837,
miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0,214193,1,,0,0,,544,0,0.0,544,316,0.5809,684,923,907,1830.0,results/ss/miss_stream_mc2_d4__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv,dl1:1024:32:1:l,ul2:32768:64:4:l,32768.0,8388608.0,,2.0,4.0,1830.0,0.0095,1.0,1462.0,,1.0,1.0,1.2517099863201095,
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.011,0.0347,1.0,53949,1,,580,38,0.0655,0,0,,542,199,0.3672,343,954,592,1546.0,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,8.0,,2.0,1546.0,0.0347,1.0,1440.0,,1.0,1.0,1.073611111111111,
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0,30132,1,,481,6,0.0125,0,0,,475,199,0.4189,276,758,305,1063.0,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,8.0,,2.0,1063.0,0.0457,1.0,992.0,,1.0,1.0,1.0715725806451613,
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.027,0.0963,1.0,9367,1,,461,0,0.0,0,0,,461,201,0.436,260,712,253,965.0,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,8.0,,2.0,965.0,0.0963,1.0,906.0,,1.0,1.0,1.065121412803532,
victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.014,1.0,214193,1,,806,67,0.0831,0,0,,739,219,0.2963,520,1456,907,2363.0,results/ss/victim_stream_vc8_d2__dl1:256:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv,dl1:256:32:1:l,ul2:16384:64:4:l,8192.0,4194304.0,8.0,,2.0,2363.0,0.014,1.0,2129.0,,1.0,1.0,1.109910756223579,
stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,stream,0.011,0.0468,1.0,53949,1,,0,0,,0,0,,782,330,0.422,1356,2383,592,2975.0,results/ss/stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_stream.csv,dl1:64:32:1:l,ul2:16384:64:4:l,2048.0,4194304.0,,,4.0,2975.0,0.0468,1.0,1949.0,,1.0,1.0,1.526423807080554,
stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,stream,0.0101,0.0518,1.0,30132,1,,0,0,,0,0,,545,307,0.5633,714,1381,305,1686.0,results/ss/stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_stream.csv,dl1:64:32:1:l,ul2:16384:64:4:l,2048.0,4194304.0,,,4.0,1686.0,0.0518,1.0,1279.0,,1.0,1.0,1.3182173573103988,
stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,stream,0.027,0.1016,1.0,9367,1,,0,0,,0,0,,486,302,0.6214,552,1134,253,1387.0,results/ss/stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_stream.csv,dl1:64:32:1:l,ul2:16384:64:4:l,2048.0,4194304.0,,,4.0,1387.0,0.1016,1.0,1137.0,,1.0,1.0,1.219876868953386,
stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,stream,0.0042,0.0353,1.0,214193,1,,0,0,,0,0,,2032,455,0.2239,4731,7635,907,8542.0,results/ss/stream_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_stream.csv,dl1:64:32:1:l,ul2:16384:64:4:l,2048.0,4194304.0,,,4.0,8542.0,0.0353,1.0,4266.0,,1.0,1.0,2.002344116268167,
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.011,0.1086,1.0,53949,1,,1814,439,0.242,0,0,,1375,489,0.3556,13290,15308,592,15900.0,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,16.0,,16.0,15900.0,0.1086,1.0,3538.0,,1.0,1.0,4.494064443188242,
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0,30132,1,,661,57,0.0862,0,0,,604,404,0.6689,3000,3737,305,4042.0,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,16.0,,16.0,4042.0,0.0628,1.0,1503.0,,1.0,1.0,2.6892880904856953,
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.027,0.112,1.0,9367,1,,536,36,0.0672,0,0,,500,379,0.758,1815,2402,253,2655.0,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,16.0,,16.0,2655.0,0.112,1.0,1255.0,,1.0,1.0,2.1155378486055776,
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.134,1.0,214193,1,,7710,2616,0.3393,0,0,,5094,960,0.1885,62010,70656,907,71563.0,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv,dl1:16:32:1:l,ul2:32768:64:4:l,512.0,8388608.0,16.0,,16.0,71563.0,0.134,1.0,13129.0,,1.0,1.0,5.450757864269937,
