benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,mc_lookups,mc_hits,sb_lookups,sb_hits,sb_prefetches,ul2_d_accesses,ul2_i_accesses
test-fmath,victim,0.0110,0.1086,1.0000,53949,1,,1814,456,0,0,0,0,0,2490,592
test-llong,victim,0.0101,0.0628,1.0000,30132,1,,661,60,0,0,0,0,0,1138,305
test-lswlr,victim,0.0270,0.1120,1.0000,9367,1,,536,37,0,0,0,0,0,965,253
test-math,victim,0.0042,0.1340,1.0000,214193,1,,7710,2744,0,0,0,0,0,9478,907
