mode,benchmark,dl1_bytes,ul2_bytes,sb_lookups,ul2_demand,sb_hit_rate
miss_stream,test-fmath,2048,2097152,602,4607.0,0.6429
miss_stream,test-llong,2048,2097152,492,2542.0,0.7703
miss_stream,test-lswlr,2048,2097152,471,2155.0,0.8004
miss_stream,test-math,2048,2097152,1539,19338.0,0.3054
stream,test-fmath,8192,16777216,580,4028.0,0.6586
stream,test-llong,8192,16777216,481,2143.0,0.7879
stream,test-lswlr,8192,16777216,461,1821.0,0.8134
stream,test-math,8192,16777216,806,7339.0,0.5335
victim_stream,test-fmath,2048,16777216,686,5727.0,0.5845
victim_stream,test-llong,2048,16777216,515,2910.0,0.7359
victim_stream,test-lswlr,2048,16777216,476,2235.0,0.792
victim_stream,test-math,2048,16777216,1704,21354.0,0.2987
victim_stream,test-fmath,512,16777216,1375,15900.0,0.3556
victim_stream,test-llong,512,16777216,604,4042.0,0.6689
victim_stream,test-lswlr,512,16777216,500,2655.0,0.758
victim_stream,test-math,512,16777216,5094,71563.0,0.1885
victim_stream,test-fmath,8192,8388608,543,1546.0,0.3683
victim_stream,test-llong,8192,8388608,481,1073.0,0.4158
victim_stream,test-lswlr,8192,8388608,461,965.0,0.436
victim_stream,test-math,8192,8388608,806,2493.0,0.2742
victim_stream,test-fmath,8192,2097152,542,2364.0,0.6531
victim_stream,test-llong,8192,2097152,476,1511.0,0.7374
victim_stream,test-lswlr,8192,2097152,461,1333.0,0.7592
victim_stream,test-math,8192,2097152,706,3883.0,0.5467
miss_stream,test-fmath,8192,8388608,508,1478.0,0.3917
miss_stream,test-llong,8192,8388608,471,1055.0,0.4225
miss_stream,test-lswlr,8192,8388608,461,965.0,0.436
miss_stream,test-math,8192,8388608,714,2315.0,0.3053
victim_stream,test-fmath,32768,2097152,471,1138.0,0.4204
victim_stream,test-llong,32768,2097152,440,789.0,0.45
victim_stream,test-lswlr,32768,2097152,435,725.0,0.4575
victim_stream,test-math,32768,2097152,544,1586.0,0.386
victim_stream,test-fmath,32768,2097152,471,1138.0,0.4204
victim_stream,test-llong,32768,2097152,440,789.0,0.45
victim_stream,test-lswlr,32768,2097152,435,725.0,0.4575
victim_stream,test-math,32768,2097152,544,1586.0,0.386
victim_stream,test-fmath,2048,8388608,665,2083.0,0.3113
victim_stream,test-llong,2048,8388608,510,1352.0,0.3941
victim_stream,test-lswlr,2048,8388608,475,1199.0,0.4232
victim_stream,test-math,2048,8388608,1661,4994.0,0.1692
victim_stream,test-fmath,512,2097152,1357,3962.0,0.1754
victim_stream,test-llong,512,2097152,601,1618.0,0.3544
victim_stream,test-lswlr,512,2097152,499,1313.0,0.4048
victim_stream,test-math,512,2097152,5022,14621.0,0.0838
victim_stream,test-fmath,2048,2097152,702,2695.0,0.4558
victim_stream,test-llong,2048,2097152,522,1598.0,0.5862
victim_stream,test-lswlr,2048,2097152,477,1355.0,0.631
victim_stream,test-math,2048,2097152,1803,7842.0,0.2224
victim_stream,test-fmath,2048,2097152,702,2695.0,0.4558
victim_stream,test-llong,2048,2097152,522,1598.0,0.5862
victim_stream,test-lswlr,2048,2097152,477,1355.0,0.631
victim_stream,test-math,2048,2097152,1803,7842.0,0.2224
victim_stream,test-fmath,2048,2097152,702,2695.0,0.4558
victim_stream,test-llong,2048,2097152,522,1598.0,0.5862
victim_stream,test-lswlr,2048,2097152,477,1355.0,0.631
victim_stream,test-math,2048,2097152,1803,7842.0,0.2224
victim_stream,test-fmath,32768,8388608,471,2112.0,0.7983
victim_stream,test-llong,32768,8388608,440,1393.0,0.8455
victim_stream,test-lswlr,32768,8388608,435,1277.0,0.8529
victim_stream,test-math,32768,8388608,544,3254.0,0.7316
victim_stream,test-fmath,2048,2097152,685,2623.0,0.4686
victim_stream,test-llong,2048,2097152,515,1578.0,0.5903
victim_stream,test-lswlr,2048,2097152,475,1347.0,0.6337
victim_stream,test-math,2048,2097152,1710,7458.0,0.2363
victim_stream,test-fmath,2048,2097152,685,2623.0,0.4686
victim_stream,test-llong,2048,2097152,515,1578.0,0.5903
victim_stream,test-lswlr,2048,2097152,475,1347.0,0.6337
victim_stream,test-math,2048,2097152,1710,7458.0,0.2363
miss_stream,test-fmath,8192,4194304,505,1668.0,0.6
miss_stream,test-llong,8192,4194304,471,1191.0,0.6391
miss_stream,test-lswlr,8192,4194304,461,1085.0,0.6529
miss_stream,test-math,8192,4194304,641,2599.0,0.5023
miss_stream,test-fmath,8192,4194304,505,1668.0,0.6
miss_stream,test-llong,8192,4194304,471,1191.0,0.6391
miss_stream,test-lswlr,8192,4194304,461,1085.0,0.6529
miss_stream,test-math,8192,4194304,641,2599.0,0.5023
miss_stream,test-fmath,2048,8388608,695,2647.0,0.4676
miss_stream,test-llong,2048,8388608,512,1554.0,0.5996
miss_stream,test-lswlr,2048,8388608,474,1339.0,0.6371
miss_stream,test-math,2048,8388608,1915,8118.0,0.2319
miss_stream,test-fmath,2048,8388608,695,2647.0,0.4676
miss_stream,test-llong,2048,8388608,512,1554.0,0.5996
miss_stream,test-lswlr,2048,8388608,474,1339.0,0.6371
miss_stream,test-math,2048,8388608,1915,8118.0,0.2319
victim_stream,test-fmath,32768,2097152,471,2112.0,0.7983
victim_stream,test-llong,32768,2097152,440,1393.0,0.8455
victim_stream,test-lswlr,32768,2097152,435,1277.0,0.8529
victim_stream,test-math,32768,2097152,544,3254.0,0.7316
miss_stream,test-fmath,32768,16777216,471,2112.0,0.7983
miss_stream,test-llong,32768,16777216,440,1393.0,0.8455
miss_stream,test-lswlr,32768,16777216,435,1277.0,0.8529
miss_stream,test-math,32768,16777216,544,3254.0,0.7316
miss_stream,test-fmath,8192,16777216,508,1478.0,0.3917
miss_stream,test-llong,8192,16777216,471,1055.0,0.4225
miss_stream,test-lswlr,8192,16777216,461,965.0,0.436
miss_stream,test-math,8192,16777216,714,2315.0,0.3053
victim_stream,test-fmath,512,2097152,1548,6332.0,0.2558
victim_stream,test-llong,512,2097152,629,2034.0,0.5262
victim_stream,test-lswlr,512,2097152,507,1539.0,0.5957
victim_stream,test-math,512,2097152,6176,26579.0,0.1435
victim_stream,test-fmath,512,2097152,1548,6332.0,0.2558
victim_stream,test-llong,512,2097152,629,2034.0,0.5262
victim_stream,test-lswlr,512,2097152,507,1539.0,0.5957
victim_stream,test-math,512,2097152,6176,26579.0,0.1435
victim_stream,test-fmath,512,2097152,1548,6332.0,0.2558
victim_stream,test-llong,512,2097152,629,2034.0,0.5262
victim_stream,test-lswlr,512,2097152,507,1539.0,0.5957
victim_stream,test-math,512,2097152,6176,26579.0,0.1435
miss_stream,test-fmath,512,4194304,1046,11164.0,0.4359
miss_stream,test-llong,512,4194304,582,3722.0,0.6907
miss_stream,test-lswlr,512,4194304,476,2287.0,0.7941
miss_stream,test-math,512,4194304,2868,39083.0,0.2664
victim_stream,test-fmath,2048,16777216,665,2083.0,0.3113
victim_stream,test-llong,2048,16777216,510,1352.0,0.3941
victim_stream,test-lswlr,2048,16777216,475,1199.0,0.4232
victim_stream,test-math,2048,16777216,1661,4994.0,0.1692
victim_stream,test-fmath,32768,4194304,471,1288.0,0.6306
victim_stream,test-llong,32768,4194304,440,873.0,0.6773
victim_stream,test-lswlr,32768,4194304,435,805.0,0.6828
victim_stream,test-math,32768,4194304,544,1830.0,0.5809
victim_stream,test-fmath,32768,4194304,471,1288.0,0.6306
victim_stream,test-llong,32768,4194304,440,873.0,0.6773
victim_stream,test-lswlr,32768,4194304,435,805.0,0.6828
victim_stream,test-math,32768,4194304,544,1830.0,0.5809
victim_stream,test-fmath,32768,4194304,471,1288.0,0.6306
victim_stream,test-llong,32768,4194304,440,873.0,0.6773
victim_stream,test-lswlr,32768,4194304,435,805.0,0.6828
victim_stream,test-math,32768,4194304,544,1830.0,0.5809
miss_stream,test-fmath,512,4194304,1023,3316.0,0.2219
miss_stream,test-llong,512,4194304,579,1576.0,0.3661
miss_stream,test-lswlr,512,4194304,475,1265.0,0.4253
miss_stream,test-math,512,4194304,2833,10389.0,0.1228
miss_stream,test-fmath,8192,16777216,507,1676.0,0.5976
miss_stream,test-llong,8192,16777216,471,1191.0,0.6391
miss_stream,test-lswlr,8192,16777216,461,1085.0,0.6529
miss_stream,test-math,8192,16777216,710,2827.0,0.4704
miss_stream,test-fmath,8192,16777216,507,1676.0,0.5976
miss_stream,test-llong,8192,16777216,471,1191.0,0.6391
miss_stream,test-lswlr,8192,16777216,461,1085.0,0.6529
miss_stream,test-math,8192,16777216,710,2827.0,0.4704
victim_stream,test-fmath,512,8388608,1533,10116.0,0.3157
victim_stream,test-llong,512,8388608,629,2826.0,0.6057
victim_stream,test-lswlr,512,8388608,507,1951.0,0.6963
victim_stream,test-math,512,8388608,6185,46331.0,0.1732
victim_stream,test-fmath,512,8388608,1533,10116.0,0.3157
victim_stream,test-llong,512,8388608,629,2826.0,0.6057
victim_stream,test-lswlr,512,8388608,507,1951.0,0.6963
victim_stream,test-math,512,8388608,6185,46331.0,0.1732
miss_stream,test-fmath,2048,4194304,654,2519.0,0.4832
miss_stream,test-llong,2048,4194304,507,1538.0,0.6036
miss_stream,test-lswlr,2048,4194304,472,1335.0,0.6377
miss_stream,test-math,2048,4194304,1711,7582.0,0.2186
miss_stream,test-fmath,2048,4194304,654,2519.0,0.4832
miss_stream,test-llong,2048,4194304,507,1538.0,0.6036
miss_stream,test-lswlr,2048,4194304,472,1335.0,0.6377
miss_stream,test-math,2048,4194304,1711,7582.0,0.2186
miss_stream,test-fmath,2048,4194304,654,2519.0,0.4832
miss_stream,test-llong,2048,4194304,507,1538.0,0.6036
miss_stream,test-lswlr,2048,4194304,472,1335.0,0.6377
miss_stream,test-math,2048,4194304,1711,7582.0,0.2186
victim_stream,test-fmath,8192,4194304,543,1820.0,0.558
victim_stream,test-llong,8192,4194304,481,1219.0,0.632
victim_stream,test-lswlr,8192,4194304,461,1085.0,0.6529
victim_stream,test-math,8192,4194304,806,3175.0,0.4256
victim_stream,test-fmath,8192,4194304,543,1820.0,0.558
victim_stream,test-llong,8192,4194304,481,1219.0,0.632
victim_stream,test-lswlr,8192,4194304,461,1085.0,0.6529
victim_stream,test-math,8192,4194304,806,3175.0,0.4256
miss_stream,test-fmath,512,2097152,1047,6796.0,0.3945
miss_stream,test-llong,512,2097152,581,2498.0,0.6437
miss_stream,test-lswlr,512,2097152,475,1703.0,0.7411
miss_stream,test-math,512,2097152,2901,23003.0,0.2423
miss_stream,test-fmath,512,8388608,1047,6796.0,0.3945
miss_stream,test-llong,512,8388608,581,2498.0,0.6437
miss_stream,test-lswlr,512,8388608,475,1703.0,0.7411
miss_stream,test-math,512,8388608,2901,23003.0,0.2423
victim_stream,test-fmath,8192,4194304,543,3452.0,0.7017
victim_stream,test-llong,8192,4194304,481,2143.0,0.7879
victim_stream,test-lswlr,8192,4194304,461,1821.0,0.8134
victim_stream,test-math,8192,4194304,806,7339.0,0.5335
victim_stream,test-fmath,8192,8388608,543,2364.0,0.6538
victim_stream,test-llong,8192,8388608,481,1535.0,0.7339
victim_stream,test-lswlr,8192,8388608,461,1333.0,0.7592
victim_stream,test-math,8192,8388608,806,4555.0,0.4988
miss_stream,test-fmath,2048,4194304,695,5839.0,0.5799
miss_stream,test-llong,2048,4194304,512,2798.0,0.748
miss_stream,test-lswlr,2048,4194304,474,2187.0,0.7975
miss_stream,test-math,2048,4194304,1915,24122.0,0.2856
victim_stream,test-fmath,512,16777216,1476,9772.0,0.3184
victim_stream,test-llong,512,16777216,617,2730.0,0.6175
victim_stream,test-lswlr,512,16777216,501,1903.0,0.7046
victim_stream,test-math,512,16777216,5705,43387.0,0.1681
victim_stream,test-fmath,8192,2097152,542,3452.0,0.7011
victim_stream,test-llong,8192,2097152,476,2095.0,0.792
victim_stream,test-lswlr,8192,2097152,461,1821.0,0.8134
victim_stream,test-math,8192,2097152,706,5979.0,0.5878
stream,test-fmath,2048,16777216,782,4367.0,0.4885
stream,test-llong,2048,16777216,545,2254.0,0.6514
stream,test-lswlr,2048,16777216,486,1723.0,0.7243
stream,test-math,2048,16777216,2032,14354.0,0.2544
stream,test-fmath,2048,2097152,782,2975.0,0.422
stream,test-llong,2048,2097152,545,1686.0,0.5633
stream,test-lswlr,2048,2097152,486,1387.0,0.6214
stream,test-math,2048,2097152,2032,8542.0,0.2239
victim_stream,test-fmath,2048,8388608,686,5727.0,0.5845
victim_stream,test-llong,2048,8388608,515,2910.0,0.7359
victim_stream,test-lswlr,2048,8388608,476,2235.0,0.792
victim_stream,test-math,2048,8388608,1704,21354.0,0.2987
stream,test-fmath,2048,16777216,782,2309.0,0.2698
stream,test-llong,2048,16777216,545,1420.0,0.3706
stream,test-lswlr,2048,16777216,486,1219.0,0.4156
stream,test-math,2048,16777216,2032,5620.0,0.1668
miss_stream,test-fmath,8192,2097152,509,2084.0,0.6994
miss_stream,test-llong,8192,2097152,471,1479.0,0.7431
miss_stream,test-lswlr,8192,2097152,461,1333.0,0.7592
miss_stream,test-math,8192,2097152,704,3843.0,0.5526
miss_stream,test-fmath,8192,8388608,506,1474.0,0.3933
miss_stream,test-llong,8192,8388608,470,1053.0,0.4234
miss_stream,test-lswlr,8192,8388608,461,965.0,0.436
miss_stream,test-math,8192,8388608,651,2189.0,0.3349
stream,test-fmath,8192,2097152,580,2652.0,0.6138
stream,test-llong,8192,2097152,481,1535.0,0.7339
stream,test-lswlr,8192,2097152,461,1333.0,0.7592
stream,test-math,8192,2097152,806,4555.0,0.4988
victim_stream,test-fmath,512,2097152,1363,5724.0,0.2663
victim_stream,test-llong,512,2097152,603,1946.0,0.5423
victim_stream,test-lswlr,512,2097152,499,1507.0,0.6052
victim_stream,test-math,512,2097152,5051,23079.0,0.1259
victim_stream,test-fmath,512,2097152,1363,5724.0,0.2663
victim_stream,test-llong,512,2097152,603,1946.0,0.5423
victim_stream,test-lswlr,512,2097152,499,1507.0,0.6052
victim_stream,test-math,512,2097152,5051,23079.0,0.1259
victim_stream,test-fmath,2048,4194304,686,5727.0,0.5845
victim_stream,test-llong,2048,4194304,515,2910.0,0.7359
victim_stream,test-lswlr,2048,4194304,476,2235.0,0.792
victim_stream,test-math,2048,4194304,1704,21354.0,0.2987
miss_stream,test-fmath,512,16777216,1036,4456.0,0.3407
miss_stream,test-llong,512,16777216,581,1862.0,0.5611
miss_stream,test-lswlr,512,16777216,475,1411.0,0.6358
miss_stream,test-math,512,16777216,2912,14691.0,0.204
miss_stream,test-fmath,512,16777216,1036,4456.0,0.3407
miss_stream,test-llong,512,16777216,581,1862.0,0.5611
miss_stream,test-lswlr,512,16777216,475,1411.0,0.6358
miss_stream,test-math,512,16777216,2912,14691.0,0.204
victim_stream,test-fmath,32768,2097152,471,2112.0,0.7983
victim_stream,test-llong,32768,2097152,440,1393.0,0.8455
victim_stream,test-lswlr,32768,2097152,435,1277.0,0.8529
victim_stream,test-math,32768,2097152,544,3254.0,0.7316
victim_stream,test-fmath,32768,2097152,471,2112.0,0.7983
victim_stream,test-llong,32768,2097152,440,1393.0,0.8455
victim_stream,test-lswlr,32768,2097152,435,1277.0,0.8529
victim_stream,test-math,32768,2097152,544,3254.0,0.7316
stream,test-fmath,32768,8388608,471,1288.0,0.6306
stream,test-llong,32768,8388608,440,873.0,0.6773
stream,test-lswlr,32768,8388608,435,805.0,0.6828
stream,test-math,32768,8388608,544,1830.0,0.5809
victim_stream,test-fmath,2048,8388608,726,2771.0,0.4477
victim_stream,test-llong,2048,8388608,524,1602.0,0.5859
victim_stream,test-lswlr,2048,8388608,478,1355.0,0.6318
victim_stream,test-math,2048,8388608,1937,8206.0,0.2292
victim_stream,test-fmath,2048,8388608,726,2771.0,0.4477
victim_stream,test-llong,2048,8388608,524,1602.0,0.5859
victim_stream,test-lswlr,2048,8388608,478,1355.0,0.6318
victim_stream,test-math,2048,8388608,1937,8206.0,0.2292
stream,test-fmath,2048,4194304,782,7119.0,0.5243
stream,test-llong,2048,4194304,545,3326.0,0.7028
stream,test-lswlr,2048,4194304,486,2379.0,0.7778
stream,test-math,2048,4194304,2032,25818.0,0.2746
miss_stream,test-fmath,2048,2097152,654,5295.0,0.6055
miss_stream,test-llong,2048,2097152,504,2670.0,0.7599
miss_stream,test-lswlr,2048,2097152,472,2171.0,0.7987
miss_stream,test-math,2048,2097152,1711,21978.0,0.2788
miss_stream,test-fmath,2048,2097152,654,5295.0,0.6055
miss_stream,test-llong,2048,2097152,504,2670.0,0.7599
miss_stream,test-lswlr,2048,2097152,472,2171.0,0.7987
miss_stream,test-math,2048,2097152,1711,21978.0,0.2788
miss_stream,test-fmath,512,8388608,1436,4084.0,0.1783
miss_stream,test-llong,512,8388608,613,1634.0,0.354
miss_stream,test-lswlr,512,8388608,490,1297.0,0.4102
miss_stream,test-math,512,8388608,5311,14845.0,0.1126
miss_stream,test-fmath,512,8388608,1436,4084.0,0.1783
miss_stream,test-llong,512,8388608,613,1634.0,0.354
miss_stream,test-lswlr,512,8388608,490,1297.0,0.4102
miss_stream,test-math,512,8388608,5311,14845.0,0.1126
miss_stream,test-fmath,32768,16777216,471,2112.0,0.7983
miss_stream,test-llong,32768,16777216,440,1393.0,0.8455
miss_stream,test-lswlr,32768,16777216,435,1277.0,0.8529
miss_stream,test-math,32768,16777216,544,3254.0,0.7316
miss_stream,test-fmath,32768,16777216,471,2112.0,0.7983
miss_stream,test-llong,32768,16777216,440,1393.0,0.8455
miss_stream,test-lswlr,32768,16777216,435,1277.0,0.8529
miss_stream,test-math,32768,16777216,544,3254.0,0.7316
miss_stream,test-fmath,512,2097152,1423,9348.0,0.3303
miss_stream,test-llong,512,2097152,615,2714.0,0.6195
miss_stream,test-lswlr,512,2097152,489,1807.0,0.7219
miss_stream,test-math,512,2097152,5354,39699.0,0.1997
miss_stream,test-fmath,512,2097152,1423,9348.0,0.3303
miss_stream,test-llong,512,2097152,615,2714.0,0.6195
miss_stream,test-lswlr,512,2097152,489,1807.0,0.7219
miss_stream,test-math,512,2097152,5354,39699.0,0.1997
stream,test-fmath,32768,8388608,471,1138.0,0.4204
stream,test-llong,32768,8388608,440,789.0,0.45
stream,test-lswlr,32768,8388608,435,725.0,0.4575
stream,test-math,32768,8388608,544,1586.0,0.386
victim_stream,test-fmath,8192,4194304,542,3452.0,0.7011
victim_stream,test-llong,8192,4194304,476,2095.0,0.792
victim_stream,test-lswlr,8192,4194304,461,1821.0,0.8134
victim_stream,test-math,8192,4194304,706,5979.0,0.5878
victim_stream,test-fmath,2048,2097152,686,5727.0,0.5845
victim_stream,test-llong,2048,2097152,515,2910.0,0.7359
victim_stream,test-lswlr,2048,2097152,476,2235.0,0.792
victim_stream,test-math,2048,2097152,1704,21354.0,0.2987
victim_stream,test-fmath,2048,4194304,728,2209.0,0.2843
victim_stream,test-llong,2048,4194304,524,1378.0,0.3855
victim_stream,test-lswlr,2048,4194304,478,1203.0,0.4226
victim_stream,test-math,2048,4194304,1937,5452.0,0.1693
victim_stream,test-fmath,32768,8388608,471,2112.0,0.7983
victim_stream,test-llong,32768,8388608,440,1393.0,0.8455
victim_stream,test-lswlr,32768,8388608,435,1277.0,0.8529
victim_stream,test-math,32768,8388608,544,3254.0,0.7316
stream,test-fmath,2048,8388608,782,2975.0,0.422
stream,test-llong,2048,8388608,545,1686.0,0.5633
stream,test-lswlr,2048,8388608,486,1387.0,0.6214
stream,test-math,2048,8388608,2032,8542.0,0.2239
miss_stream,test-fmath,32768,8388608,471,1560.0,0.7431
miss_stream,test-llong,32768,8388608,440,1057.0,0.7864
miss_stream,test-lswlr,32768,8388608,435,965.0,0.7954
miss_stream,test-math,32768,8388608,544,2302.0,0.682
miss_stream,test-fmath,32768,8388608,471,1560.0,0.7431
miss_stream,test-llong,32768,8388608,440,1057.0,0.7864
miss_stream,test-lswlr,32768,8388608,435,965.0,0.7954
miss_stream,test-math,32768,8388608,544,2302.0,0.682
victim_stream,test-fmath,2048,8388608,668,2587.0,0.4686
victim_stream,test-llong,2048,8388608,511,1566.0,0.593
victim_stream,test-lswlr,2048,8388608,475,1347.0,0.6337
victim_stream,test-math,2048,8388608,1661,7298.0,0.2378
victim_stream,test-fmath,2048,8388608,668,2587.0,0.4686
victim_stream,test-llong,2048,8388608,511,1566.0,0.593
victim_stream,test-lswlr,2048,8388608,475,1347.0,0.6337
victim_stream,test-math,2048,8388608,1661,7298.0,0.2378
miss_stream,test-fmath,2048,8388608,606,2351.0,0.5116
miss_stream,test-llong,2048,8388608,492,1490.0,0.6159
miss_stream,test-lswlr,2048,8388608,470,1327.0,0.6404
miss_stream,test-math,2048,8388608,1539,6930.0,0.2372
miss_stream,test-fmath,2048,8388608,606,2351.0,0.5116
miss_stream,test-llong,2048,8388608,492,1490.0,0.6159
miss_stream,test-lswlr,2048,8388608,470,1327.0,0.6404
miss_stream,test-math,2048,8388608,1539,6930.0,0.2372
miss_stream,test-fmath,512,4194304,1599,10724.0,0.2964
miss_stream,test-llong,512,4194304,625,2786.0,0.6112
miss_stream,test-lswlr,512,4194304,500,1887.0,0.708
miss_stream,test-math,512,4194304,6642,49195.0,0.1762
victim_stream,test-fmath,32768,16777216,471,1560.0,0.7431
victim_stream,test-llong,32768,16777216,440,1057.0,0.7864
victim_stream,test-lswlr,32768,16777216,435,965.0,0.7954
victim_stream,test-math,32768,16777216,544,2302.0,0.682
victim_stream,test-fmath,2048,16777216,687,2123.0,0.3042
victim_stream,test-llong,2048,16777216,515,1360.0,0.3922
victim_stream,test-lswlr,2048,16777216,475,1199.0,0.4232
victim_stream,test-math,2048,16777216,1711,5092.0,0.1648
victim_stream,test-fmath,2048,4194304,667,5535.0,0.5907
victim_stream,test-llong,2048,4194304,512,2862.0,0.7402
victim_stream,test-lswlr,2048,4194304,476,2235.0,0.792
victim_stream,test-math,2048,4194304,1661,20810.0,0.301
miss_stream,test-fmath,32768,2097152,471,1560.0,0.7431
miss_stream,test-llong,32768,2097152,440,1057.0,0.7864
miss_stream,test-lswlr,32768,2097152,435,965.0,0.7954
miss_stream,test-math,32768,2097152,544,2302.0,0.682
miss_stream,test-fmath,2048,2097152,604,1971.0,0.3344
miss_stream,test-llong,2048,2097152,488,1308.0,0.4119
miss_stream,test-lswlr,2048,2097152,470,1189.0,0.4277
miss_stream,test-math,2048,2097152,1542,4834.0,0.1569
miss_stream,test-fmath,8192,16777216,510,2108.0,0.6941
miss_stream,test-llong,8192,16777216,476,1511.0,0.7374
miss_stream,test-lswlr,8192,16777216,461,1333.0,0.7592
miss_stream,test-math,8192,16777216,804,4531.0,0.5012
miss_stream,test-fmath,8192,16777216,510,2108.0,0.6941
miss_stream,test-llong,8192,16777216,476,1511.0,0.7374
miss_stream,test-lswlr,8192,16777216,461,1333.0,0.7592
miss_stream,test-math,8192,16777216,804,4531.0,0.5012
stream,test-fmath,32768,4194304,471,1288.0,0.6306
stream,test-llong,32768,4194304,440,873.0,0.6773
stream,test-lswlr,32768,4194304,435,805.0,0.6828
stream,test-math,32768,4194304,544,1830.0,0.5809
miss_stream,test-fmath,8192,8388608,509,2084.0,0.6994
miss_stream,test-llong,8192,8388608,471,1479.0,0.7431
miss_stream,test-lswlr,8192,8388608,461,1333.0,0.7592
miss_stream,test-math,8192,8388608,704,3843.0,0.5526
miss_stream,test-fmath,512,4194304,1601,18748.0,0.3354
miss_stream,test-llong,512,4194304,625,4314.0,0.6528
miss_stream,test-lswlr,512,4194304,500,2639.0,0.76
miss_stream,test-math,512,4194304,6644,89275.0,0.2112
stream,test-fmath,512,8388608,1814,12412.0,0.2635
stream,test-llong,512,8388608,661,3074.0,0.5779
stream,test-lswlr,512,8388608,536,2175.0,0.6604
stream,test-math,512,8388608,7710,58203.0,0.1442
miss_stream,test-fmath,32768,16777216,471,1288.0,0.6306
miss_stream,test-llong,32768,16777216,440,873.0,0.6773
miss_stream,test-lswlr,32768,16777216,435,805.0,0.6828
miss_stream,test-math,32768,16777216,544,1830.0,0.5809
miss_stream,test-fmath,32768,16777216,471,1288.0,0.6306
miss_stream,test-llong,32768,16777216,440,873.0,0.6773
miss_stream,test-lswlr,32768,16777216,435,805.0,0.6828
miss_stream,test-math,32768,16777216,544,1830.0,0.5809
miss_stream,test-fmath,32768,16777216,471,1288.0,0.6306
miss_stream,test-llong,32768,16777216,440,873.0,0.6773
miss_stream,test-lswlr,32768,16777216,435,805.0,0.6828
miss_stream,test-math,32768,16777216,544,1830.0,0.5809
stream,test-fmath,512,2097152,1814,7396.0,0.2183
stream,test-llong,512,2097152,661,2158.0,0.5023
stream,test-lswlr,512,2097152,536,1651.0,0.5653
stream,test-math,512,2097152,7710,32555.0,0.1201
stream,test-fmath,512,2097152,1814,22156.0,0.296
stream,test-llong,512,2097152,661,4890.0,0.6172
stream,test-lswlr,512,2097152,536,3215.0,0.709
stream,test-math,512,2097152,7710,107611.0,0.1716
miss_stream,test-fmath,8192,8388608,513,1700.0,0.5906
miss_stream,test-llong,8192,8388608,481,1219.0,0.632
miss_stream,test-lswlr,8192,8388608,461,1085.0,0.6529
miss_stream,test-math,8192,8388608,806,3175.0,0.4256
miss_stream,test-fmath,8192,8388608,513,1700.0,0.5906
miss_stream,test-llong,8192,8388608,481,1219.0,0.632
miss_stream,test-lswlr,8192,8388608,461,1085.0,0.6529
miss_stream,test-math,8192,8388608,806,3175.0,0.4256
miss_stream,test-fmath,2048,4194304,604,3119.0,0.596
miss_stream,test-llong,2048,4194304,492,1862.0,0.7134
miss_stream,test-lswlr,2048,4194304,470,1603.0,0.7468
miss_stream,test-math,2048,4194304,1539,11114.0,0.2788
miss_stream,test-fmath,512,8388608,1036,4456.0,0.3407
miss_stream,test-llong,512,8388608,581,1862.0,0.5611
miss_stream,test-lswlr,512,8388608,475,1411.0,0.6358
miss_stream,test-math,512,8388608,2912,14691.0,0.204
miss_stream,test-fmath,512,8388608,1036,4456.0,0.3407
miss_stream,test-llong,512,8388608,581,1862.0,0.5611
miss_stream,test-lswlr,512,8388608,475,1411.0,0.6358
miss_stream,test-math,512,8388608,2912,14691.0,0.204
victim_stream,test-fmath,32768,4194304,471,1138.0,0.4204
victim_stream,test-llong,32768,4194304,440,789.0,0.45
victim_stream,test-lswlr,32768,4194304,435,725.0,0.4575
victim_stream,test-math,32768,4194304,544,1586.0,0.386
miss_stream,test-fmath,8192,8388608,507,1676.0,0.5976
miss_stream,test-llong,8192,8388608,471,1191.0,0.6391
miss_stream,test-lswlr,8192,8388608,461,1085.0,0.6529
miss_stream,test-math,8192,8388608,710,2827.0,0.4704
miss_stream,test-fmath,8192,8388608,507,1676.0,0.5976
miss_stream,test-llong,8192,8388608,471,1191.0,0.6391
miss_stream,test-lswlr,8192,8388608,461,1085.0,0.6529
miss_stream,test-math,8192,8388608,710,2827.0,0.4704
victim_stream,test-fmath,32768,8388608,471,1138.0,0.4204
victim_stream,test-llong,32768,8388608,440,789.0,0.45
victim_stream,test-lswlr,32768,8388608,435,725.0,0.4575
victim_stream,test-math,32768,8388608,544,1586.0,0.386
victim_stream,test-fmath,32768,8388608,471,1138.0,0.4204
victim_stream,test-llong,32768,8388608,440,789.0,0.45
victim_stream,test-lswlr,32768,8388608,435,725.0,0.4575
victim_stream,test-math,32768,8388608,544,1586.0,0.386
victim_stream,test-fmath,2048,16777216,726,3959.0,0.5193
victim_stream,test-llong,2048,16777216,524,2086.0,0.6775
victim_stream,test-lswlr,2048,16777216,478,1659.0,0.7364
victim_stream,test-math,2048,16777216,1937,13682.0,0.2612
miss_stream,test-fmath,32768,8388608,471,1138.0,0.4204
miss_stream,test-llong,32768,8388608,440,789.0,0.45
miss_stream,test-lswlr,32768,8388608,435,725.0,0.4575
miss_stream,test-math,32768,8388608,544,1586.0,0.386
miss_stream,test-fmath,32768,8388608,471,1288.0,0.6306
miss_stream,test-llong,32768,8388608,440,873.0,0.6773
